locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location,GeoLocation
934568,M M Catering,Truck,6603000,HAIGHT ST: GOUGH ST to OCTAVIA ST (20 - 99),20 HAIGHT ST,853023,853,23,17MFF-0109,REQUESTED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6005961.175,2109761.804,37.77334088,-122.4228062,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(37.7733408773453, -122.422806203983)",0xE6100000010CD36D78D5FCE24240C9A9C0410F9B5EC0
934569,M M Catering,Truck,716000,16TH ST: HAMPSHIRE ST to BRYANT ST (2200 - 2399),Assessors Block 3930A/Lot002,3930A002,3930A,2,17MFF-0109,REQUESTED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6009824.81,2107195.241,37.76651093,-122.4092601,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(37.7665109269083, -122.40926014493)",0xE6100000010C858CB1071DE24240F5817651319A5EC0
934570,M M Catering,Truck,7037000,HOWARD ST: HAWTHORNE ST to 03RD ST (648 - 699),661 HOWARD ST,3735040,3735,40,17MFF-0109,REQUESTED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6012797.551,2113994.294,37.78534568,-122.3994553,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(37.7853456766418, -122.399455276698)",0xE6100000010CA39D063586E442407C68DDAC90995EC0
934571,M M Catering,Truck,9094000,MISSION ST: ANNIE ST to 03RD ST (663 - 699),667 MISSION ST,3722067,3722,67,17MFF-0109,REQUESTED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6012350.571,2114444.914,37.78655805,-122.4010334,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(37.7865580501799, -122.40103337535)",0xE6100000010CCFF626EFADE44240E5EEE387AA995EC0
934572,M M Catering,Truck,6729000,HARRISON ST: LANGTON ST to CHESLEY ST (1113 - 1144),1140 HARRISON ST,3755023,3755,23,17MFF-0109,REQUESTED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6010297.861,2110271.569,37.77498431,-122.4078409,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(37.7749843060688, -122.40784088806)",0xE6100000010C48BD8CAF32E342401D0CAB101A9A5EC0
934573,May Catering,Truck,12626000,TOLAND ST: KIRKWOOD AVE to MCKINNON AVE (600 - 799),600 TOLAND ST,5285A011,5285A,11,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012349.895,2098741.535,37.74344004,-122.3999326,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7434400420051, -122.399932569577)",0xE6100000010C7179150B29DF424010BCC67E98995EC0
934574,May Catering,Truck,8700000,MARIN ST: KANSAS ST to HWY 101 N ON RAMP (2500 - 2599),2525 MARIN ST,4343001D,4343,001D,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6011789.79,2100273.801,37.74761607,-122.401977,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7476160722331, -122.401976975724)",0xE6100000010C421A2AE2B1DF4240B11EA3FDB9995EC0
934575,May Catering,Truck,7502000,JERROLD AVE: UPTON ST to NAPOLEON ST (2201 - 2299),2270 JERROLD AVE,5230008,5230,8,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012245.5,2099714.018,37.74610445,-122.4003618,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7461044517152, -122.400361834965)",0xE6100000010C26C2C55980DF424070EF3E879F995EC0
934576,May Catering,Truck,7169000,ILLINOIS ST: 20TH ST to 22ND ST (900 - 1099),1000 ILLINOIS ST,4109001,4109,1,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6015939.401,2104425.293,37.75924592,-122.3879174,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7592459190261, -122.387917376991)",0xE6100000010C56EB63F82EE142407EEE67A3D3985EC0
934577,May Catering,Truck,9056000,MINNESOTA ST: 20TH ST to 22ND ST (800 - 999),900 MINNESOTA ST,4106001A,4106,001A,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,NULL,NULL,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(0.0, 0.0)",0xE6100000010C00000000000000000000000000000000
934578,May Catering,Truck,2109000,ALABAMA ST: 16TH ST to 17TH ST (300 - 399),380 ALABAMA ST,3967049,3967,49,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008823.517,2106465.979,37.76445239,-122.4126719,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7644523927651, -122.412671891645)",0xE6100000010C35237593D9E1424000A65D37699A5EC0
934579,May Catering,Truck,1631000,29TH ST: DOLORES ST to CHURCH ST (200 - 299),210 29TH ST,6618010,6618,10,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6005080.565,2099108.286,37.7440391,-122.4250942,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7440390986017, -122.425094186331)",0xE6100000010C45B855AC3CDF4240BA003FBE349B5EC0
934580,May Catering,Truck,8234000,LE CONTE AVE: 03RD ST to KEITH ST (1039 - 1099),1098 LE CONTE AVE,5475016,5475,16,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012690.947,2089990.938,37.71943172,-122.3981395,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7194317184807, -122.398139506914)",0xE6100000010C334AAB5616DC42403D5C201E7B995EC0
934581,May Catering,Truck,10672000,POTRERO AVE: 24TH ST to 25TH ST (1200 - 1299),1200 POTRERO AVE,4265026,4265,26,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6010430.557,2102108.308,37.75257727,-122.4068064,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7525772700714, -122.406806417152)",0xE6100000010CB655B57354E04240215EC81D099A5EC0
934582,May Catering,Truck,1259000,23RD ST: HARRISON ST to TREAT AVE (3000 - 3053),3000 23RD ST,3639004,3639,4,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,NULL,NULL,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(0.0, 0.0)",0xE6100000010C00000000000000000000000000000000
934583,May Catering,Truck,7166000,ILLINOIS ST: MARIPOSA ST \ TERRY A FRANCOIS BLVD to 18TH ST (600 - 699),600 ILLINOIS ST,3994011,3994,11,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6015910.503,2106215.604,37.76416013,-122.3881423,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7641601282203, -122.388142262128)",0xE6100000010C82CEC3FFCFE142404182A452D7985EC0
934584,May Catering,Truck,1516000,26TH ST: TREAT AVE \ TREAT WAY to LUCKY ST (3133 - 3164),3150 26TH ST,6524019A,6524,019A,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008583.969,2101037.332,37.74953311,-122.4131165,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7495331145231, -122.413116536729)",0xE6100000010CA8127BB3F0DF424006AC5780709A5EC0
934585,May Catering,Truck,13767000,YORK ST: 18TH ST to 19TH ST (600 - 699),620 YORK ST,4023012,4023,12,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6009734.778,2105398.284,37.76157185,-122.4094447,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7615718487197, -122.409444718958)",0xE6100000010C16E7B32F7BE14240735C9F57349A5EC0
934586,May Catering,Truck,12685000,TREAT AVE: MISTRAL ST to END (630 - 699),630 TREAT AVE,3593038,3593,38,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008391.816,2104835.571,37.75995143,-122.4140497,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7599514294279, -122.414049680224)",0xE6100000010C7CF8A31646E14240CEDE3ACA7F9A5EC0
934587,May Catering,Truck,699001,16TH ST: OWENS ST to 07TH ST \ MISSISSIPPI ST (700 - 899),Assessors Block 8727/Lot005,8727005,8727,5,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6014460.137,2106764.375,37.76558647,-122.3931971,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7655864681473, -122.393197101166)",0xE6100000010CF579C5BCFEE14240F5982C242A995EC0
934588,May Catering,Truck,2478101,CESAR CHAVEZ ST: KANSAS ST to BAY SHORE BLVD \ VERMONT ST (2501 - 2625) -- SOUTH --,2501 CESAR CHAVEZ ST,4339001,4339,1,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6011674.927,2100772.595,37.74897924,-122.4024092,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7489792411554, -122.402409234561)",0xE6100000010C9B12418DDEDF42401183A912C1995EC0
934589,May Catering,Truck,6746000,HARRISON ST: 17TH ST to MARIPOSA ST (2050 - 2149),2130 HARRISON ST,3573046,3573,46,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008655.377,2105873.066,37.76281495,-122.4132115,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7628149532289, -122.413211513673)",0xE6100000010C4A829EEBA3E142409963B40E729A5EC0
934590,May Catering,Truck,2955000,BERRY ST: 05TH ST to 06TH ST (300 - 399),301 BERRY ST,8708002,8708,2,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6014277.187,2109955.224,37.77433767,-122.3940533,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7743376663696, -122.394053286313)",0xE6100000010C278F247F1DE342401F66462B38995EC0
934591,May Catering,Truck,13766000,YORK ST: MARIPOSA ST to 18TH ST (500 - 599),501 YORK ST,4015008,4015,8,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6009887.393,2105884.09,37.76291431,-122.4089512,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7629143116115, -122.408951161538)",0xE6100000010CC902192DA7E14240E21D7E412C9A5EC0
934592,May Catering,Truck,7163000,NULL,299 ILLINOIS ST,3850001A,3850,001A,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,NULL,NULL,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(0.0, 0.0)",0xE6100000010C00000000000000000000000000000000
934593,May Catering,Truck,697000,16TH ST: 03RD ST to 04TH ST (500 - 599),500 16TH ST,3810007,3810,7,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,NULL,NULL,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(0.0, 0.0)",0xE6100000010C00000000000000000000000000000000
934594,May Catering,Truck,13768000,YORK ST: 19TH ST to 20TH ST (700 - 799),720 YORK ST,4080018,4080,18,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6009791.694,2104761.232,37.75982584,-122.4092029,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7598258374358, -122.409202915083)",0xE6100000010CA63819F941E14240666D6C61309A5EC0
934595,May Catering,Truck,5690000,FOLSOM ST: 16TH ST to ENTERPRISE ST (2000 - 2035),2000 FOLSOM ST,3571001,3571,1,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008008.225,2106691.986,37.76502716,-122.4155078,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7650271638822, -122.41550777249)",0xE6100000010C7DB6FC68ECE142400485E9AD979A5EC0
934596,May Catering,Truck,2111000,ALABAMA ST: MARIPOSA ST to 18TH ST (500 - 599),501 ALABAMA ST,4018005,4018,5,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6009055.309,2105741.745,37.76247682,-122.411819,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.762476819591, -122.411819003679)",0xE6100000010CFC0C26D798E142400C2B183E5B9A5EC0
934597,May Catering,Truck,191101,03RD ST: 22ND ST to 23RD ST (2501 - 2699) -- EAST --,2565 03RD ST,4173001,4173,1,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6015998.409,2103503.194,37.7567173,-122.387649,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7567172998371, -122.387648962993)",0xE6100000010C138FCB1CDCE042408798983DCF985EC0
934598,May Catering,Truck,1520000,26TH ST: SHOTWELL ST to VIRGIL ST (3251 - 3273),3251 26TH ST,6572001,6572,1,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008228.38,2100763.823,37.74876215,-122.4143268,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7487621514792, -122.414326828755)",0xE6100000010CFA8A2C70D7DF4240EBD6AC54849A5EC0
934599,May Catering,Truck,9504000,NAPOLEON ST: EVANS AVE \ TOLAND ST to JERROLD AVE (25 - 299),180 NAPOLEON ST,4343004,4343,4,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012688.941,2100244.688,37.74758628,-122.3988657,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7475862762565, -122.398865700796)",0xE6100000010CE4BA37E8B0DF42408E1A010487995EC0
934600,May Catering,Truck,193201,03RD ST: 24TH ST to 25TH ST (2800 - 2898) -- WEST --,2800 03RD ST,4246001,4246,1,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6015771.139,2102415.24,37.75371742,-122.388359,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7537174169021, -122.388359021044)",0xE6100000010C9302F4CF79E04240659FCBDFDA985EC0
934601,May Catering,Truck,6751000,HARRISON ST: 19TH ST to MISTRAL ST (2301 - 2360),2301 HARRISON ST,4083008,4083,8,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008876.646,2104879.645,37.76009967,-122.412376,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7600996654893, -122.412375997322)",0xE6100000010C117D22F24AE14240D1894B5E649A5EC0
934602,May Catering,Truck,6747000,HARRISON ST: MARIPOSA ST to 18TH ST (2150 - 2198),2150 HARRISON ST,3573025,3573,25,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,NULL,NULL,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(0.0, 0.0)",0xE6100000010C00000000000000000000000000000000
934603,May Catering,Truck,702000,16TH ST: MISSOURI ST to CONNECTICUT ST (1000 - 1099),1006 16TH ST,3833002,3833,2,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6013316.557,2107189.386,37.76668986,-122.3971823,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7666898573867, -122.39718232278)",0xE6100000010C4DD3ABE422E24240ECB8676F6B995EC0
934604,May Catering,Truck,9503000,NAPOLEON ST: SELBY ST to EVANS AVE \ TOLAND ST (1 - 98),Assessors Block 4347a/Lot004,4347a004,4347a,4,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6013931.08,2100313.063,37.74784315,-122.3945752,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7478431533724, -122.394575214957)",0xE6100000010CD0220F53B9DF42405C0367B840995EC0
934605,May Catering,Truck,718000,16TH ST: FLORIDA ST to ALABAMA ST (2500 - 2599),2500 16TH ST,3927004,3927,4,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6009037.016,2106959.859,37.76582045,-122.4119684,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7658204544832, -122.411968357912)",0xE6100000010C7D4E976706E24240020E88B05D9A5EC0
934606,May Catering,Truck,1259000,23RD ST: HARRISON ST to TREAT AVE (3000 - 3053),3050 23RD ST,3639004B,3639,004B,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008696.252,2102835.373,37.75447643,-122.4128554,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7544764341075, -122.412855363284)",0xE6100000010C160C0DAF92E042401CD2E6386C9A5EC0
934607,May Catering,Truck,792000,17TH ST: TREAT AVE to FOLSOM ST (3025 - 3099),3030 17TH ST,3572005,3572,5,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008506.685,2106321.603,37.76403818,-122.4137575,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7640381828174, -122.413757516589)",0xE6100000010C4A0CD000CCE14240558ECE007B9A5EC0
934608,May Catering,Truck,3889000,CHANNEL ST: END to END (0 - 0),Assessors Block 3810/Lot008,3810008,3810,8,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6013705.031,2109129.688,37.77203911,-122.3959746,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.772039113525, -122.395974631586)",0xE6100000010C4EE97B2DD2E24240482DFBA557995EC0
